title_length,description_length,viewCount,likeCount,dislikeCount,commentCount
4,27,1674869,69434,1310,5927
8,31,2408598,49409,1682,5826
10,26,912181,19904,436,784
8,29,612051,2422,400,52
8,27,3342858,63152,2195,4693
4,21,2642383,99943,3904,11066
7,33,160656,3094,224,590
12,34,178048,1459,153,259
8,25,123548,1171,89,7
8,23,1776955,39991,1214,872
9,27,1043300,32988,804,3068
8,22,383235,12278,906,1892
9,27,2079899,48699,3677,4027
7,23,60084,814,44,44
7,27,922017,29464,1028,2135
5,28,19242930,322477,9529,32042
6,27,2159299,44478,1445,3194
4,24,1030038,26096,818,1782
6,22,1887622,60339,1689,4773
6,23,20089879,121186,2043,1486
11,25,1625806,59925,1576,8128
13,22,153771,3695,305,258
9,27,151271,7150,122,371
6,24,2600972,49726,3098,4842
8,24,1829988,40932,1042,2328
12,25,131380,15143,48,397
9,27,78190,4261,75,324
7,30,6457256,176225,4706,9258
6,24,1333073,28306,1733,1641
5,19,69008,181,152,15
9,27,4369955,68535,3073,6114
13,26,643463,39581,1929,4884
13,26,101065,2855,51,351
7,30,3437842,75922,2705,6202
8,26,409737,1870,295,44
9,23,172824,5440,129,458
7,28,2950992,60141,3257,6045
4,7,9503024,139407,7171,7126
9,9,72691,184,31,24
8,28,1752066,37090,937,3895
7,24,1985636,60106,1073,27178
7,27,2708593,71311,2124,1903
6,27,122853,1579,76,68
5,29,2926264,88268,2587,6860
7,27,950448,2387,757,51
9,28,271319,5624,186,1009
10,28,22231,89,5,12
12,21,1116362,17037,543,1263
8,25,1540676,4259,1139,205
3,24,351289,2304,373,182
7,25,8652305,170335,3427,1734
4,23,8448,8,3,2
8,23,123049,2382,240,285
8,28,1886945,57327,1933,9367
7,26,3753206,59856,2223,4914
5,22,2568247,55563,3263,6671
14,25,263153,2421,62,17
6,22,1995036,65577,35614,11192
10,29,3390546,71821,2094,6072
8,24,5634360,47985,1690,3190
6,28,139677,5861,145,739
8,24,452711,10182,317,694
7,24,1476795,35720,1953,2525
6,28,1395236,5492,1520,189
7,21,115839,320,95,18
8,25,2393,20,1,20
10,20,140709,446,57,52
11,14,349515,6232,200,575
9,27,37290,174,20,11
5,26,2230758,59320,976,5378
4,28,4275699,57536,1439,3528
5,20,785811,15401,496,1156
8,30,3676013,10320,3535,719
8,28,2460438,70983,1474,5043
7,26,912278,3157,785,96
7,26,2773238,76990,1531,6578
6,23,1110967,2649,322,283
8,26,1885228,42781,1722,1075
10,28,659437,13827,219,589
7,22,1971646,3670,1106,22
5,7,178880,101,91,86
13,30,1002270,32081,919,2807
9,35,289286,7758,286,321
4,11,4334964,95080,5371,8655
7,30,1846689,41987,1876,3822
7,35,9213756,161241,5416,16432
8,30,66749,174,2,11
15,24,98999,1787,35,184
9,27,147280,244,23,37
7,25,110485,1017,178,738
5,26,679147,16423,994,697
14,26,324819,2020,184,107
13,15,60828,57,8,7
8,24,25252,210,17,37
7,26,100521,176,97,0
10,20,558169,3114,253,106
11,20,508160,2667,588,153
5,14,12864,11,2,2
5,28,190510,1377,210,43
4,24,4056962,75210,2620,5053
10,22,622110,121,14,20
5,29,324822,1387,187,45
6,23,2069061,47993,4196,6375
12,27,294535,1044,209,41
7,28,4435153,8096,4044,2404
13,31,771815,1610,741,68
4,28,3667000,85712,2562,7276
5,32,1062611,4066,1040,99
6,23,3117668,68730,1952,5842
9,30,2383,26,1,0
7,28,7542653,90330,3403,15735
7,26,3007871,53649,3154,2807
9,26,16030,88,13,13
9,25,50170,291,75,33
10,31,92159,2033,75,333
9,27,888309,8647,1122,1151
8,24,2041552,37965,2259,1331
8,26,16559,126,16,1
5,28,3220497,68620,4487,6066
8,25,37649,178,26,10
8,25,7331,80,9,12
14,32,575951,19283,364,1035
9,29,421567,9507,501,1131
8,29,99,4,0,0
9,30,195615,3829,160,338
12,29,6662,219,15,60
6,33,352282,7564,165,591
9,28,258537,1236,194,34
10,29,297401,2149,466,140
7,30,65509,264,51,8
8,28,3116219,24447,2208,3036
8,26,116208,4,6,0
8,29,2593967,49394,1639,6150
5,28,3822391,71642,1527,7600
5,19,365655,1929,211,214
6,23,1366821,22896,1069,1068
9,22,149930,595,68,147
6,27,548442,15159,360,676
6,29,1438049,33031,2487,2321
4,26,2879366,73367,3082,9630
15,23,17053,50,9,6
5,28,366009,905,155,30
9,17,3212815,66635,9332,7132
7,21,2445040,38913,2220,1231
9,27,86720,3375,115,418
10,24,1091663,9783,191,286
8,30,1720026,37706,1196,2280
8,25,77585,220,65,16
9,33,107465,1677,73,183
