title_length,description_length,viewCount,likeCount,dislikeCount,commentCount
8,30,119221,645,212,79
8,26,858,54,12,42
9,18,39561,263,20,38
14,30,74765,595,166,113
5,29,11076125,10097,2502,NA
7,24,421946,6238,268,1033
14,25,36552,284,23,128
12,28,74546,109,8,2
8,27,26194,490,13,49
11,19,771886,3282,140,753
5,28,134919,5473,132,1200
11,10,228,1,0,0
11,26,303990,7585,190,562
9,29,16612,409,189,49
14,37,148540,307,111,4
11,15,2146,15,2,1
9,27,24591,246,17,84
10,20,1699,50,10,4
10,29,541964,14718,668,4526
16,28,643344,1247,193,27
7,17,17059554,713276,13122,32990
8,25,220762,3913,626,344
8,30,405094,2829,327,381
7,27,72928,1067,67,137
12,23,102736,1698,48,209
8,28,150755,2454,208,500
10,28,224437,4349,191,1542
14,30,58317,1022,21,56
5,23,4742436,114328,2976,8519
7,34,17082937,37144,7019,2501
17,27,112039,1678,83,92
10,30,44301,545,39,101
26,25,649700,6161,174,756
15,32,2256774,1131,467,19
16,25,91777,1451,64,93
10,19,6277,159,8,74
21,24,160429,3054,114,309
7,22,7519,289,15,109
5,30,355603,551,81,22
6,29,5993544,152376,1401,11004
8,26,159002,422,40,32
18,27,295903,425,60,0
13,25,91457,1756,91,489
15,25,57924,1643,56,247
56,26,69169,1187,59,121
4,23,1617084,19457,2219,1210
18,26,358834,6686,283,466
6,27,1332661,23462,596,1609
10,28,333667,582,59,6
17,20,9595,139,13,52
18,16,15901,NA,NA,53
4,9,57137,144,56,130
34,23,800289,28566,673,1640
19,31,46575,915,36,114
23,29,188092,5038,290,907
10,28,306896,360,49,25
9,30,638043,773,514,175
9,28,251001,1057,82,21
9,24,659877,7411,849,1908
16,26,5744,116,11,52
8,0,31034,103,5,14
7,20,8064,31,13,30
17,26,20797,204,67,41
9,24,39427,979,87,293
8,28,95185,1906,94,324
13,26,1436,11,1,0
6,29,6228,NA,NA,NA
6,23,136783717,554565,62684,18493
5,31,212087,231,34,NA
12,28,8394755,4826,2566,208
11,12,2178,40,5,18
8,29,58465,639,57,78
7,26,24138,563,155,58
11,30,100577,2197,49,908
6,19,106020,277,30,20
14,25,2164159,8773,1668,218
9,27,552602,1849,234,272
7,25,43253,534,146,115
10,30,37599,143,12,4
10,23,75219,1670,75,191
10,27,78713,NA,NA,2
13,26,336944,733,257,28
15,28,1641154,1873,1043,23
12,25,1544897,12644,589,931
11,24,171267,682,97,42
9,33,430688,6077,318,525
12,33,22228,514,33,66
6,31,102888,1876,75,79
9,28,226796,3124,244,607
8,24,50378,779,141,123
9,27,330409,353,106,6
8,31,556426,711,139,2
4,22,63616,231,16,3
13,14,144697,1091,183,56
10,28,47376,843,101,234
13,26,154120,284,80,15
9,28,1195871,30011,807,1149
12,12,38467,76,18,6
9,27,3110522,38057,1614,2578
13,32,558185,4005,264,505
8,30,39371,NA,NA,6
6,19,40355,244,10,2
9,21,40920,607,38,93
7,21,33853,404,163,117
3,0,35197,58,10,8
4,28,30773,26,20,8
10,24,71301,2701,49,567
16,28,51098,644,55,185
7,27,11090,131,13,28
9,26,187355,3938,306,362
20,31,8764260,58184,4492,316
6,17,235792,217,39,3
22,20,43508,122,37,18
8,26,261803,148,103,5
7,24,152242,1223,86,163
13,24,112891,1571,163,37
15,0,175423,1076,98,76
11,25,70197,329,49,12
12,0,13429,76,8,31
10,28,1210480,7799,2650,1481
9,18,1412559,1943,274,NA
9,23,79706,1657,83,287
5,27,NA,NA,NA,NA
17,26,786180,5886,371,92
14,27,26726,64,2,21
8,12,62050,54,27,4
16,19,6547260,33485,3039,1081
12,33,1840347,1586,557,101
13,34,127808,NA,NA,18
11,28,262776,4207,511,621
15,29,1290873,39334,1880,2417
10,30,112416,1845,74,264
15,22,32648,344,160,63
10,45,1399240,13041,2983,801
16,25,64113,739,61,33
3,30,927247,2098,384,62
6,0,1398417,5139,694,262
9,26,128703,1341,230,117
10,4,68563,256,30,64
9,25,52695,53,41,1
10,25,107959,2108,836,252
9,17,58133,64,25,1
4,22,16400,25,3,4
8,26,33163,139,36,134
23,30,63750,1616,191,183
25,28,11928,283,40,51
7,27,37580,54,6,24
13,24,364582,2046,790,478
12,29,12219,202,24,31
8,16,192980,876,164,133
8,28,313417,405,120,4
14,20,5685,7,8,0
11,32,8404,218,10,38
14,26,104600,1174,211,317
23,29,5089835,15747,3215,306
18,26,346028,655,377,65
7,22,none,4565,9,0
9,18,1621755,5038,941,293
15,33,236727,152,37,20
4,28,90353,NA,NA,0
10,19,19685,158,14,24
15,23,123862,641,86,23
14,27,74327,630,38,107
7,30,981949,2420,478,279
12,24,8143,16,14,0
12,27,274791,4221,243,1077
15,18,27059,279,48,11
2,27,2889192,1816,917,105
7,35,185501,902,112,87
12,20,105490,2696,134,350
12,30,505644,499,257,0
8,29,4781860,1993,1224,66
15,23,2849,7,0,1
10,30,7211,77,37,14
9,8,115126,699,144,95
8,24,54485,618,55,418
12,28,28997,171,88,25
4,31,1950001,864,460,NA
8,29,22868,85,46,71
21,50,18308,38,24,0
7,28,850766,25883,3916,10556
16,30,2003185,11186,993,1619
10,32,398535,8447,1520,3128
8,29,2968065,51603,1763,3838
