title_length,description_length,viewCount,likeCount,dislikeCount,commentCount
14,20,3963386,58669,2294,5048
13,19,3222099,75020,2318,1437
14,32,1311462,9245,705,4696
7,7,15621122,46848,7640,778
7,7,1241553,12088,485,80
10,24,132197,1832,27,97
12,0,541416,6545,453,147
13,16,6482445,27948,2431,261
5,27,2054053,12153,493,639
21,34,381310,3521,302,NA
10,23,5015360,63820,1888,1787
14,21,6090301,37780,1767,4011
7,20,646050,13798,308,452
9,24,929852,21310,398,933
7,24,1849972,21400,708,259
9,26,2403881,29910,2376,2063
11,26,1314363,7857,330,424
6,24,1075152,15377,421,133
14,27,3980825,86795,1796,6299
4,24,219323,4082,176,973
10,25,621810,13717,687,3786
7,23,1824785,57154,621,1739
12,31,541950,3163,194,1321
8,28,5240108,48204,2576,13135
6,6,8484361,26722,3925,2651
11,24,185025880,542444,330734,1785
7,20,4767855,55402,1955,1248
6,17,15312324,74514,6357,1310
7,25,5171060,78622,2595,4532
11,21,2929236,40802,3979,1262
18,29,3002073,76619,760,2572
6,28,1437204,13371,402,548
10,25,807157,5473,200,201
14,28,3770486,89456,1539,4795
9,9,475522,2010,154,910
10,25,15607760,191800,6846,3390
12,14,6154877,36687,1657,2297
7,29,2582695,25883,1917,2584
10,25,948255,6507,286,1406
8,21,52350515,211182,16862,3440
7,6,7464525,59405,3785,13903
14,26,1891765,13292,1425,1046
16,27,942223,13743,407,1294
8,23,10295255,110870,3914,5143
8,29,2345055,21216,815,1010
7,29,14162266,58705,23146,NA
6,23,5753950,60711,2948,1438
10,26,1382571,17307,1802,223
13,27,5054416,58196,6591,713
12,30,505101,3758,178,2065
8,27,2420425,22644,952,4088
8,29,2666755,23831,972,4114
6,22,1197072,15216,366,202
11,29,1957681,25520,513,1307
14,29,3529823,18650,1926,588
6,23,466584,6905,134,102
8,29,4212384,43459,1731,10080
6,29,18337425,274968,49508,11172
5,23,8735377,56178,4097,1531
5,18,6205828,279532,6373,10884
10,26,933026,24470,600,345
8,27,8082817,60729,3603,2497
8,28,2437698,19563,1080,5384
6,20,36760596,208838,14043,4068
9,9,67213,375,24,236
5,28,9236128,100693,3920,1783
6,19,13700226,162062,9331,2239
9,12,1997238,9969,421,298
14,19,577232,4442,185,337
7,24,2746262,34302,1044,1267
9,29,309587,7716,95,207
6,32,1016230,5202,286,514
11,21,3977781,54329,1902,1203
7,20,544416,10619,227,551
5,13,402214,2877,127,1696
16,24,524980,3384,295,190
8,19,27899053,123483,14702,2302
8,8,9932518,45687,4123,1021
14,33,3649520,11253,703,485
8,21,18276192,NA,NA,1586
5,16,8159796,102530,3906,717
8,8,3753293,23167,1645,365
13,27,491195,3340,159,1721
6,18,7876062,73419,2789,2493
8,16,7553705,46958,2262,1147
7,25,3847307,45536,1918,1001
7,27,37331824,434345,25611,6691
10,25,741118,23412,326,1839
13,23,843827,25585,613,835
6,19,13322949,157488,7129,1162
3,33,8249918,54516,5019,1947
4,18,9261321,211283,4862,9299
8,30,1131146,27697,403,2702
13,23,3555811,85783,2131,1934
8,28,2322836,16007,927,3330
10,23,1948790,13234,532,66
10,24,803153,10138,202,415
6,16,4907722,33466,2382,553
11,25,965880,8292,285,1542
8,22,6161775,52156,3227,902
7,25,3513706,15897,2038,707
13,22,5795587,139000,4732,3784
6,25,2031417,15509,856,1842
7,20,21453708,184423,6852,4740
14,27,5723,42,5,1
5,23,7218198,83262,5375,1882
10,10,428611,1894,205,1390
5,5,1884474,6054,486,130
11,19,10395399,130718,3358,2683
10,10,101807,679,30,309
6,26,3365016,8578,5244,89
15,36,1880616,21002,1236,388
14,30,11836470,72726,5227,2068
7,28,853953,18347,417,582
8,18,1720987,16147,676,334
9,25,1731155,31951,581,1633
8,17,2453053,22135,1077,408
18,28,3432232,50533,6155,3013
9,30,859573,11579,430,435
12,31,511840,4109,179,2166
5,27,580201,7392,959,2848
14,26,378481,1932,134,124
6,32,19728395,NA,NA,4746
4,29,516137,9113,256,1015
11,24,252,1,0,1
15,25,170989,675,85,30
6,12,3705771,34973,1353,982
6,18,8256798,70888,2816,1386
10,28,954175,14097,489,431
7,22,1307228,9421,360,611
9,23,169757,1491,56,459
3,21,2108796,68363,1094,3131
6,22,3442319,33147,2063,991
11,30,1848910,18534,488,1923
6,19,2060084,17905,859,310
10,24,9685482,52398,3159,877
7,25,3977229,35489,4870,1167
13,0,8086791,53732,3919,1080
9,25,390124,5363,116,320
6,32,28165877,84911,33492,NA
6,24,12764265,76096,6218,1671
9,18,2856776,29201,1218,596
8,25,10071548,246769,4698,9993
10,22,183719,2266,94,18
8,24,14314451,173525,10742,2246
10,29,10559992,74078,4771,1300
13,31,3916,89,1,54
6,18,28406190,327126,11784,4199
6,25,1212805,9252,339,466
11,15,2445438,10161,961,254
11,0,804,7,0,0
9,18,4218830,38693,1671,1550
6,23,1179,10,1,NA
8,23,927374,13060,233,126
6,6,10145694,23742,3733,237
15,31,79222,47,2,7
5,19,4919232,39086,1772,1235
9,22,576553,5634,180,204
12,24,8614524,45947,2878,3942
4,30,2009,34,0,5
4,22,844,5,0,1
6,0,1147,10,0,0
9,13,21386,475,5,32
8,28,1132,13,0,0
7,21,15123923,137292,9360,7147
6,26,4335094,47931,2363,2708
8,0,1702,9,1,NA
12,22,286923,2224,95,978
6,21,37582442,321833,18396,6690
19,21,3694893,90962,2204,1572
3,24,12485,7,1,0
4,24,544,1,0,0
11,11,37611,224,20,13
12,30,2198,32,2,6
8,21,5771428,67311,3882,2090
9,25,232,1,0,0
8,16,627,9,0,0
19,21,174,6,0,0
5,24,41277137,153175,13521,3027
6,29,8595,289,2,99
3,10,13758,7,13,5
11,22,248,3,0,0
10,16,2454,11,0,0
11,31,1309825,21402,412,1477
11,24,819450,6704,313,2194
6,23,543,0,0,0
9,26,11038646,138203,5664,2816
10,0,534,15,1,0
4,30,677,9,0,0
8,22,7381368,48532,2538,1089
10,23,436600,3298,149,42
6,17,1722,15,0,0
13,22,1844870,53510,1228,4724
7,24,4967123,14168,3094,587
15,0,48199,325,27,215
7,31,1026445,16660,576,391
