title_length,description_length,viewCount,likeCount,dislikeCount,commentCount
22,80,293496,3807,41,156
4,4,30895268,489844,15979,27431
17,27,641535,6675,476,207
9,30,75158083,186413,29080,7778
14,34,7965340,94387,3254,3688
7,14,30636,9,2,NA
10,12,1543196,17282,1638,648
11,33,2294576,97109,1624,8063
3,29,29388899,304689,5006,8772
8,22,26289057,133387,2299,7858
9,28,1543088,1314,420,65
9,17,121602,7922,107,378
8,30,15773091,41179,9232,4215
10,32,296830,4212,119,433
11,26,4466035,51869,1584,1399
11,30,1095737,28839,637,723
12,22,25476195,347214,5098,13676
6,31,95304,6953,33,274
3,16,3104163,98976,2344,3935
8,30,107078,9939,230,1145
7,24,5390151,101316,8121,10557
19,25,15172116,166652,6099,3465
12,32,3662279,18034,7120,NA
8,20,57865906,755681,16314,96549
11,28,60984,4599,37,361
4,27,76156763,899924,9962,61057
7,28,4151070,223355,1639,10960
32,6,1804953,8183,233,437
13,25,102979,1317,33,78
3,7,397471,27969,233,2054
13,17,40501431,313230,9416,49281
19,12,1422151,16532,1351,0
10,30,5111323,137486,6131,NA
6,26,4246448,204372,1527,10426
7,28,79500,145,37,2
8,27,831139,10708,2352,2533
5,34,25469,2674,52,703
5,21,225568,268,9,NA
5,21,27814012,577965,20028,34654
9,25,1933044,29648,16111,25202
26,37,50282697,2687123,54047,130278
22,25,1178771,12977,991,NA
5,21,132229,13801,102,1300
8,28,7283558,76513,4218,18757
4,28,6718053,59868,1848,12352
11,30,13206676,51371,8261,2664
12,28,8384775,284479,2881,12356
14,31,18395414,373493,7710,12756
10,28,447364,16197,273,1584
10,27,111720,NA,NA,32
9,27,9930932,166560,8828,15111
19,26,149568,3407,103,189
3,14,1520587,12789,644,1243
10,25,1291669,3053,842,68
12,17,23947,663,49,107
3,25,18588499,470751,8122,24799
15,12,872624,8581,749,0
9,28,24836,544,21,148
12,25,7184670,340236,3345,12566
4,28,14401862,195370,8722,13496
10,32,2043826,8806,548,619
15,25,5542378,145861,4954,4353
